,hotel_id,hotel_name,hotel_stars,address,cat_location,cat_cleaniness,cat_staff,cat_comfort,cat_value_for_money,cat_facilities,room_types,image_links,roomtypes_clean,25percentile,50percentile,75percentile
138,river-city-inn,River City Inn,1,"33C Hong Kong Street, Clarke Quay, Boat Quay, 059672 Singapore, Singapore",7.8,8.4,8.1,7.8,9.0,7.9,{'Bed in 14-Bed Mixed Dormitory Room': ['S$\xa032']},"['https://cf.bstatic.com/xdata/images/hotel/max1024x768/142559569.jpg?k=9619af678bc1f84ef4a311d51ae1d2191cb2f360917a2802850579328bac262b&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/50202824.jpg?k=2e0594607eccc6d4c3b1bdcd3ec1acdc706d3e2e0555a94e4a9f9b2e23b0ead4&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/100609564.jpg?k=6ca797d77158f133082b35d7ddd7ed4415329f4c170f618904f5ca60d5201335&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/137337899.jpg?k=bf98dfd275eb6c1a08160b81f3f7434a5571b5dae962a3cb21ff8857dd98a4c4&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/47655046.jpg?k=8ba713f3972ccfc0989ca1f2f2bc9ee46e565824b87b113596efe0120d3b0ed7&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/142559403.jpg?k=2bd303193d3ead30735fa95985a7f057492d6ae310bb98343f7aee3bd35f021d&o=&hp=1']",{'Bed in 14-Bed Mixed Dormitory Room': ['32']},32.0,32.0,32.0
139,oasia-resort-sentosa-singapore,Oasia Resort Sentosa by Far East Hospitality,5,"23 Beach View, Sentosa, Sentosa Island, 098679 Singapore, Singapore",9.2,9.1,9.2,9.0,8.0,8.4,"{'Premier Room': ['S$\xa0494', 'S$\xa0494'], 'Junior Suite': ['S$\xa0624', 'S$\xa0624']}","['https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/320575806.jpg?k=cb05d890869f405cee50d8d77141c8f5604f46e8297356f39ea3e7abb8926aeb&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/316055025.jpg?k=67329b2654b6e338cae3dde845aa252ee3d1dc0094b3e607d7ff47e466b18d54&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/279134143.jpg?k=235f09065d70dd22cc4b23bd134aacd93a25553a11bb374a23c888f9eacfb6f3&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/279134126.jpg?k=acfd18ed5a7b2715999f05957a39cb0356e97e00631ffb3868bf25428683eb1a&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/279115266.jpg?k=b1df452e70d73f88e7dced03a88bcdf625f9b6d953ca1754cf50b3c9018d84da&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/279115260.jpg?k=1f76eada6ec5ab04b16a3f5f12e068f17a87514a22bcaabb3279839a1f06faf3&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/343017234.jpg?k=8e8b661b0ec17c8ae59f557fb09f993f0d414c394757cd8f77278861d74e20e6&o=&hp=1']","{'Premier Room': ['494', '494'], 'Junior Suite': ['624', '624']}",494.0,559.0,624.0
140,rucksack-inn-temple-st-singapore,Rucksack Inn @ Temple St,0,"52 Temple Street, Chinatown, 058597 Singapore, Singapore",7.6,8.9,7.6,7.5,9.5,7.6,"{'Single Lower Bed in 10-Bed Mixed Dorm': ['S$\xa044', 'S$\xa059'], 'Single Bed in 8-Bed Mixed Dorm': ['S$\xa045', 'S$\xa060', 'S$\xa060'], 'Single Lower Bed in 8-Bed Mixed Dorm': ['S$\xa047', 'S$\xa062', 'S$\xa062'], 'Bed in 6-Bed Mixed Dormitory Room': ['S$\xa048', 'S$\xa064', 'S$\xa064'], 'Single Lower Bed in 6-Bed Mixed Dorm': ['S$\xa049', 'S$\xa065', 'S$\xa065'], 'Bed in 4-Bed Mixed Dormitory Room': ['S$\xa050', 'S$\xa067', 'S$\xa067'], 'Single Lower Bed in 4-Bed Mixed Dorm': ['S$\xa052', 'S$\xa069', 'S$\xa069'], 'Single Lower Bed in Female Dormitory': ['S$\xa052', 'S$\xa069'], '4-Bed Mixed Dormitory Room': ['S$\xa0226', 'S$\xa0302'], '6-Bed Mixed Dormitory Room': ['S$\xa0332', 'S$\xa0442', 'S$\xa0442']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/385387545.jpg?k=c264a0f808c1aac99eae03de5b24b00472c0278b28dd9f59749dda7f64d969aa&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/385387546.jpg?k=20578619c3e1d60c83bb1f94ecf080911f94f492390450aed8f57d6d670928c0&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/385387549.jpg?k=cba5434129027ddbe73831b9e89027d6a666b7f24fa90c501dbf285b32a330c0&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/385387544.jpg?k=64482cc512f8135396b4a688344ba516a57f944a9960ba7150d413dbc7e927d0&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/385387547.jpg?k=cf9a58c9e732f88f0079610f92f0c8c39195a9971f1e43e09a83d56e5ac79fca&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/385387548.jpg?k=34997acf67406e734124d8e994df1a53cf34956453f2244c6ae0f38e5305e762&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/385387584.jpg?k=c71443b08d8bfc336a974d8cd908134fb3c69c1ad590b78ccc8560cf30bbc1f4&o=&hp=1']","{'Single Lower Bed in 10-Bed Mixed Dorm': ['44', '59'], 'Single Bed in 8-Bed Mixed Dorm': ['45', '60', '60'], 'Single Lower Bed in 8-Bed Mixed Dorm': ['47', '62', '62'], 'Bed in 6-Bed Mixed Dormitory Room': ['48', '64', '64'], 'Single Lower Bed in 6-Bed Mixed Dorm': ['49', '65', '65'], 'Bed in 4-Bed Mixed Dormitory Room': ['50', '67', '67'], 'Single Lower Bed in 4-Bed Mixed Dorm': ['52', '69', '69'], 'Single Lower Bed in Female Dormitory': ['52', '69'], '4-Bed Mixed Dormitory Room': ['226', '302'], '6-Bed Mixed Dormitory Room': ['332', '442', '442']}",52.0,64.0,69.0
141,lloyd-39-s-inn,Lloyd's Inn,3,"2 Lloyd road, 239091 Singapore, Singapore",8.4,8.8,8.4,7.8,7.9,8.5,"{'Standard Double or Twin Room': ['S$\xa0262'], 'Superior Double or Twin Room': ['S$\xa0284'], 'Deluxe Double or Twin Room': ['S$\xa0383']}","['https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/32562231.jpg?k=f5a628ea5726410c93e59a7425033b91297e9f1a786ffe9f120505872215dabd&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/32256559.jpg?k=a3925b308e335237703a3ed6804902e51a05a43c7446512639851056cd6d7a19&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/31606585.jpg?k=0d02d9fea38a83f05aecd54127d64200dee337911b10c0a4bc1d5d84c1638110&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/124453149.jpg?k=e1e105bf0d7ba56a0970265e804ba66b1dbe20e2215a4b21d3f80f37b3617627&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/124452647.jpg?k=73bece84427bcc2807f4378e75c026a9fb4bccf8c55e1e5796875392205388cf&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/172371098.jpg?k=a1ee6f04dd98e754b2871b1662f6bc8580b0d0eb96acf31d96c26ff941e721cd&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/252811262.jpg?k=af857892c9261b6f574d221d53ea5e72350476361acbcc74ea6f3ce2dc88a355&o=&hp=1']","{'Standard Double or Twin Room': ['262'], 'Superior Double or Twin Room': ['284'], 'Deluxe Double or Twin Room': ['383']}",273.0,284.0,333.5
142,atlantis-pods-little-india,Atlantis Pods @ Little India,2,"622 Serangoon Road, Lavender, 218222 Singapore, Singapore",7.2,8.3,7.1,7.1,7.8,7.9,"{'Single Superior Capsule Pod': ['S$\xa046', 'S$\xa054']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/137451047.jpg?k=e62fb9fb942e106a43ef15ab8fb89bcb547b8d2d63e03cc0be25d8e533219b8f&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/137879687.jpg?k=83000dacbd9e805ca9a9b8383a85b3ceea0e4de11bf77591c399f5060bf51d57&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/137451049.jpg?k=99ffe3a4d942745cf409f3d087953e00d405d9fdfedb3e8c7ad5cc621c7bb4de&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/137451035.jpg?k=d8471b5da8c52bd36ee63427255ad3c1a94b2bc596ab8639794cf840a06faf3d&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/137869184.jpg?k=a38cea4bc01f4ba0bbe48df540eb9c51a644c9843d5488de1bb473c01160f539&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/137869062.jpg?k=388ab8d7454982a440f0f6b7044a855de7a678ec29984d0527721a9498b08880&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/137451040.jpg?k=3b67c9bd2a720ba2889c849881f3d9634601fa7848b3864c0dab8e1a5a2f64a8&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/137451042.jpg?k=9f000a0f2ca91b2d6d965bcd4a0f6664200a118a8bd0474e50503854e3b99802&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/137451036.jpg?k=bbc7c08007778eba7feb7cd158314d45330a52ba0d8608a4f9194a8f051cad52&o=&hp=1']","{'Single Superior Capsule Pod': ['46', '54']}",48.0,50.0,52.0
143,citadines-rochor,Citadines Rochor,4,"2 Serangoon Road, Little India, 218227 Singapore, Singapore",8.7,8.9,8.9,8.9,8.8,8.3,"{'Studio Queen': ['S$\xa0330', 'S$\xa0388'], 'Studio Twin': ['S$\xa0330', 'S$\xa0388'], 'Studio Executive': ['S$\xa0350', 'S$\xa0412'], 'Studio Premier': ['S$\xa0370', 'S$\xa0435'], 'Loft': ['S$\xa0380', 'S$\xa0447'], 'One-Bedroom Apartment': ['S$\xa0810', 'S$\xa0953']}","['https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/231112937.jpg?k=3c5860692080203070931585fba58f8ef173de1b9956ee65cb65e9edbcc3bcb3&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/254010328.jpg?k=5e786aa3253ce4f9fc836ea38aca68cf371ffb011d9db6ae5c4d343c098ea27d&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/236210764.jpg?k=c504ab4d7024cf1c75b46e70c65e980a8e99cf83e6db3202d627304a8db276fb&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/236210644.jpg?k=6258856447e979f35a364a853ab4206ee0ff4a1ad6802c202feb36c11d97cb0b&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/236209999.jpg?k=995b2ceb2a07bb5866e86c65af056245316858b5b9df70fab77121896b3e7117&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/231112879.jpg?k=34779dbd97f0d1501ff1aa1f28ec83c8d5ae69d7ba2fe30c1c05ad282351cebe&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/236197713.jpg?k=f3f8c945b4a32906c5d7deb4b25433d46b443180c641b46d8251df8104c58725&o=&hp=1']","{'Studio Queen': ['330', '388'], 'Studio Twin': ['330', '388'], 'Studio Executive': ['350', '412'], 'Studio Premier': ['370', '435'], 'Loft': ['380', '447'], 'One-Bedroom Apartment': ['810', '953']}",365.0,388.0,438.0
144,chancellor-orchard,Hotel Chancellor@Orchard,3,"28 Cavenagh Road/Orchard Road, Orchard, 229635 Singapore, Singapore",8.4,7.0,7.0,6.7,6.5,6.9,"{'Deluxe Double or Twin Room': ['S$\xa0267', 'S$\xa0331'], 'Premier Double or Twin Room': ['S$\xa0299', 'S$\xa0364'], 'Deluxe Triple Room': ['S$\xa0374', 'S$\xa0470']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/74264064.jpg?k=e93eab240412b7efe8fe2422fe52e924ca6b4a7ef1904af72d6329c146250de8&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/78135958.jpg?k=e7f91882dc19b200c6c936a5d9587784cba0b6375a0d33c0347ca6421103075c&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/78135957.jpg?k=883e93b3eea8d5de83077cdf9e99f7222426f4fd3879b967ba8bfeeb04f2f323&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/78136003.jpg?k=ef845774e8c528116582e4a8f4a052042948807e4c8c3d4911cd85ce419658bf&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/74264054.jpg?k=889e6afb7dd1d0713c58d245927de5b6d76ba213224ad7397a0f76cf12fadb32&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/78136037.jpg?k=10927ccd871cf7fde5dc66860b6609f46db94bb4b88c150e3cafdef6d5005f9c&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/78136032.jpg?k=c85fd462c8c0f332a5086e41cdbbf8bb920b289174dee453b4b4a908612153a7&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/74264130.jpg?k=341dde17caf86c6db493a6a8d4462caa019c6f214dd3ab6d4fbc53146fd954b5&o=&hp=1']","{'Deluxe Double or Twin Room': ['267', '331'], 'Premier Double or Twin Room': ['299', '364'], 'Deluxe Triple Room': ['374', '470']}",307.0,347.5,371.5
145,ascott-orchard-singapore,Ascott Orchard Singapore,5,"11 Cairnhill Road, Orchard, 229724 Singapore, Singapore",8.9,8.9,9.0,9.1,9.3,8.5,"{'Executive Studio': ['S$\xa0617', 'S$\xa0726'], 'Premier Studio': ['S$\xa0627', 'S$\xa0738'], 'Studio Murano Suite': ['S$\xa0647', 'S$\xa0762']}","['https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/87863693.jpg?k=412e8c1af21a8e87356e633d4280bdcad825ac0658ef40b342bf40335c1ad0cf&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/87925439.jpg?k=2ada90f1fdf0b4b3f75b0dea3ad13b0850ae788fd56f548f8ae813de15489cca&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/94800088.jpg?k=f6801a452f68aa849b6ce7213dd042ba9f22cbc4bf56fe2970f6a8ecbb48ffcb&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/149154341.jpg?k=b0c40aafd502ee7751dc84763344123ff7a04f3a16e906b0f71acd89337662b7&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/94800103.jpg?k=9546c77e8124c01de421b369e11604d187e44dbae8ac52cbf6ed2463214fc7a4&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/149154186.jpg?k=1950910f11181059ba342bcc05e1875ccf8eff41c1aa8780eedb227fe4c02785&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/131116381.jpg?k=eb9347bd61225680cdfc9a97d23f748c68115fd818c602865372659bb3a4e87c&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/94800089.jpg?k=aaa502d3919e9bcf9689f28bbfc24785e2e1dc6dbb8ca663b65e85441e20fd4c&o=&hp=1']","{'Executive Studio': ['617', '726'], 'Premier Studio': ['627', '738'], 'Studio Murano Suite': ['647', '762']}",632.0,686.5,735.0
146,serviceworld-hostel,Century Service World,1,"5 Banda Street, #02-82, Chinatown, 050005 Singapore, Singapore",7.9,9.5,8.3,8.0,9.3,8.6,"{'Bed in 8-Bed Mixed Dormitory Room': ['S$\xa035', 'S$\xa050'], 'Bed in 6-Bed Mixed Dormitory Room': ['S$\xa037', 'S$\xa053'], 'Family Room for 6': ['S$\xa0226', 'S$\xa0323'], 'Family Room For 8': ['S$\xa0304', 'S$\xa0435']}","['https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/251736830.jpg?k=2fb0506cd64328d3d840e46d0135495677ab1e5d8fe4b71b88be2fb52bc8ffd5&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/80381450.jpg?k=8db5b14ee09cb84570d83de24378a764d305b3e3751261af2f4e58259712f203&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/86105885.jpg?k=cfe15e135bd984929d4916fe1c8fdf9bdc580057e725e8be7eebf49e2306b353&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/86105660.jpg?k=d3f8b006808de43c0abf51efde2089b6528a447d7ca28e62b067706c8d8aed77&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/86105697.jpg?k=f9bec3a6edb30550b8b0a4c81d6239a02251f15fe39fd22743b359d268db5410&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/251736825.jpg?k=858ce4673d04a269d2f3da2a29d5760b3cda83d3e8264f9bc58ec585f45964f7&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/251736827.jpg?k=3d077e97ae01827e5da977d96a71e4172d8e80313d3ea7fb6a166427a45252dd&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/201936830.jpg?k=1ecb27af03e23900c7056ffd6e1a63e1ad33c85d7a142ab15de162b1bcd00586&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/86109592.jpg?k=db04825eb2f6d02889ff2c4ef81628f91a9d8ee7b2c0db7e2eeb75ffd5aadace&o=&hp=1']","{'Bed in 8-Bed Mixed Dormitory Room': ['35', '50'], 'Bed in 6-Bed Mixed Dormitory Room': ['37', '53'], 'Family Room for 6': ['226', '323'], 'Family Room For 8': ['304', '435']}",46.75,139.5,308.75
147,istay-inn-singapore,iStay.inn Singapore,1,"211A - 217A South Bridge Road, Chinatown, 058764 Singapore, Singapore",8.9,7.9,7.3,7.0,6.8,6.9,"{'Bed in 10-Bed Mixed Dormitory Room': ['S$\xa031', 'S$\xa034'], 'Bed in 8-Bed Mixed Dormitory Room': ['S$\xa033', 'S$\xa036'], 'Bed in 6-Bed Mixed Dormitory Room': ['S$\xa034', 'S$\xa038'], 'Bed in 4-Bed Dormitory Room': ['S$\xa036', 'S$\xa040'], 'Bed in 4-Bed Female Dormitory Room': ['S$\xa038', 'S$\xa042'], 'Bunk Bed in Mixed Dormitory Room': ['S$\xa0120', 'S$\xa0132'], '4 Beds Family Room': ['S$\xa0137', 'S$\xa0151'], '6 Beds Family Room ': ['S$\xa0198', 'S$\xa0218'], '8 Beds Family Room': ['S$\xa0243', 'S$\xa0267'], '10 Beds Family Room': ['S$\xa0290', 'S$\xa0319']}","['https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/225521629.jpg?k=e95c25851441469dd9ba23a8809f51b433474048343257d7b683642a9a7857b3&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/225521619.jpg?k=c82a0fed8db04e523e3f12f4298740b650a8b33962d1f395bab3886eab7d8e43&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/246207002.jpg?k=4a11263face4431c844f501d6ee5290df737e52d1e6d6426964823949c89c358&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/225520831.jpg?k=fff0bf211d7cd382fe59380b551ffe5adbad45c0edb2d77be763592c0b280b0f&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/225521627.jpg?k=12fa66db1384030dee632b6bcae8148095c45ccc1c8d38139bdd10895edc8679&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/246206998.jpg?k=01879cd562ef1d883f9a255055af62a075c918442dbba875edf8645dcb328e3b&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/246206993.jpg?k=dadf8caff3ddb06062463370746b8bd0d1d1ad2ad4c27643df8f429e7e16296f&o=&hp=1']","{'Bed in 10-Bed Mixed Dormitory Room': ['31', '34'], 'Bed in 8-Bed Mixed Dormitory Room': ['33', '36'], 'Bed in 6-Bed Mixed Dormitory Room': ['34', '38'], 'Bed in 4-Bed Dormitory Room': ['36', '40'], 'Bed in 4-Bed Female Dormitory Room': ['38', '42'], 'Bunk Bed in Mixed Dormitory Room': ['120', '132'], '4 Beds Family Room': ['137', '151'], '6 Beds Family Room ': ['198', '218'], '8 Beds Family Room': ['243', '267'], '10 Beds Family Room': ['290', '319']}",36.0,81.0,203.0
148,kesa-house-singapore,"KēSa House, The Unlimited Collection by Oakwood",4,"55 Keong Saik Road , Chinatown, 089158 Singapore, Singapore",8.8,9.4,9.1,9.0,9.4,8.4,"{'Standard': ['S$\xa0260'], 'Superior': ['S$\xa0310'], 'Deluxe ': ['S$\xa0350'], 'Premier': ['S$\xa0400']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/199692630.jpg?k=a36f303ace01d0d3691c9f39512f931d15cc3e2b5126ac42496282d5dac35881&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/319185867.jpg?k=ca3d7d44f2d0ee15e4b3decbee2a0cbd251d7e80dab130cdaf7ec2d34617ffe1&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/319185872.jpg?k=8db45ab8e3eeeb666ee46c6002a79fe1efbcf818763bb6aa66d87bf0808f90e7&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/319185846.jpg?k=49f269e19973a00c29dbd946124c4580b601ef5729b725bf5dd59ed3c4797bed&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/319185877.jpg?k=67d0faa1b42cc43119a33b268970e9e02e27ee9ce33d26f3169b2711c5114017&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/320424080.jpg?k=e75fe2ca74f8406f32ea09df629a4b9050c81e292403fce7f83791866ada2f52&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/319185843.jpg?k=117c2efc19e570ea2a9a78d7026bc7716985a41b33ca62e899d667698a91f25a&o=&hp=1']","{'Standard': ['260'], 'Superior': ['310'], 'Deluxe ': ['350'], 'Premier': ['400']}",297.5,330.0,362.5
149,allson-singapore,Hotel Grand Pacific,4,"101 Victoria Street, Victoria, 188018 Singapore, Singapore",7.1,8.9,8.1,7.2,6.8,7.1,"{'Deluxe Twin Room': ['S$\xa0183', 'S$\xa0208', 'S$\xa0305', 'S$\xa0386'], 'Premier Double Room': ['S$\xa0215', 'S$\xa0241', 'S$\xa0358', 'S$\xa0446'], 'Deluxe Triple Room': ['S$\xa0380']}","['https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/55361416.jpg?k=45a31bf6f00b6cec5cbd4fd6ebc8ad87b07c69dc1449a0bc154629e77dcb1c9b&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/55360505.jpg?k=c538eca28351493cb9d28643838f719ee8afba9402a966c53afa58c8803c27db&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/48677311.jpg?k=57b44505a56fc22dc67e8f64d33e285b82882037a6f9a2f5c2f38c99a2ce34ea&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/20494410.jpg?k=cfd6cfca4f7371db4b960251fafb1b70300f142e4fae6e77a9c40de26d8bbaae&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/55370503.jpg?k=c0042541841853352dc64d3764d815c054cc1266ecb52153dfaa51f028b0d087&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/48679593.jpg?k=860c578e805d1ea283b9ccc11bba80e8452a5004644e62e3f82a579efd83cfa1&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/143462402.jpg?k=cd3137191beca38d97e038772d0f22ac97e60b25ee2950032572d2f3f74bb867&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/253499373.jpg?k=2d60406b84414caaf4e1f5e7f0aade6b33a9f0d3d721f6e470898db8f985ad43&o=&hp=1']","{'Deluxe Twin Room': ['183', '208', '305', '386'], 'Premier Double Room': ['215', '241', '358', '446'], 'Deluxe Triple Room': ['380']}",215.0,305.0,380.0
150,beary-best-by-a-beary-good-hostel,Beary Best! Chinatown by a beary good hostel,2,"16 Upper Cross Street, Chinatown, 058331 Singapore, Singapore",9.2,8.4,7.3,7.1,6.9,6.9,"{'Single Bed in 10-Bed Mixed Dormitory Room': ['S$\xa035', 'S$\xa039'], 'Single Bed in 9-Bed Female Dormitory Room': ['S$\xa035', 'S$\xa039'], 'Single Bed in 8-Bed Mixed Dormitory Room': ['S$\xa036', 'S$\xa040'], 'Single Bed in 6-Bed Mixed Dormitory Room': ['S$\xa038', 'S$\xa042'], 'Single Bed in 8-Bed Female Dormitory Room with Private Bathroom': ['S$\xa038', 'S$\xa042'], 'Budget Double Room': ['S$\xa0109', 'S$\xa0121']}","['https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/267819755.jpg?k=424676b8cfb1a1c0f217f855b50b7b05a72293d0d2708c88141379913c0bfe7b&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/116326565.jpg?k=1c38af0c1b6ae305da8e03b12675388e8cf9941ea80fd05e04bb949159b61427&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/116326552.jpg?k=47e1ae2c3ba76639e847def27ee3d5d1f6ee7f5a88de5ea09bbbac12b0ce3a52&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/227848412.jpg?k=2bf8a755b4c50d94f1d08119cf352446b19bfb672749e3534c1236c3ac20140c&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/227848385.jpg?k=c41714e3d36de4f391e02b1a823e5b5d7b4b2fc86e5c915abc6b3ef8d9f86617&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/116326548.jpg?k=7b6d122fcba59e22f8050074d70a5f99754362661cdd619f0aef83c87483c340&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/267819901.jpg?k=9ceac5b8ef754e076445483aad96ced6c2858cf7c5fb746ae63b20756821b6c9&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/116326558.jpg?k=a6096814f8f7b1280e4f1b4341b83fc707482f89a29c19161c514564f1c20e1e&o=&hp=1']","{'Single Bed in 10-Bed Mixed Dormitory Room': ['35', '39'], 'Single Bed in 9-Bed Female Dormitory Room': ['35', '39'], 'Single Bed in 8-Bed Mixed Dormitory Room': ['36', '40'], 'Single Bed in 6-Bed Mixed Dormitory Room': ['38', '42'], 'Single Bed in 8-Bed Female Dormitory Room with Private Bathroom': ['38', '42'], 'Budget Double Room': ['109', '121']}",37.5,39.0,42.0
