,hotel_id,hotel_name,hotel_stars,address,cat_location,cat_cleaniness,cat_staff,cat_comfort,cat_value_for_money,cat_facilities,room_types,image_links,roomtypes_clean,25percentile,50percentile,75percentile
151,lulu,CUBE Boutique Capsule Hotel at Chinatown,2,"76, 78 Smith Street, Chinatown, 058972 Singapore, Singapore",9.2,8.4,7.9,8.1,7.9,8.1,"{'Single Capsule in Mixed Dormitory Room': ['S$\xa073', 'S$\xa0116'], 'Single Capsule in Female Dormitory Room': ['S$\xa079', 'S$\xa0126'], 'Premium Single Capsule in Dormitory Mixed Room': ['S$\xa081', 'S$\xa0128'], 'Queen Capsule in Mixed Dormitory Room': ['S$\xa0110', 'S$\xa0175'], 'Premium Queen Capsule in Mixed Dormitory Room': ['S$\xa0117', 'S$\xa0186'], 'Queen Capsule in Female Dormitory Room': ['S$\xa0119', 'S$\xa0189'], 'Two Capsules in Mixed Dormitory Room ': ['S$\xa0154', 'S$\xa0244'], 'Private Room with 2 Single Capsules': ['S$\xa0161', 'S$\xa0256'], 'Private Room with 4 Single Capsules': ['S$\xa0308', 'S$\xa0489'], 'Premium Private Room with 4 Single Capsules': ['S$\xa0323', 'S$\xa0512']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/259416196.jpg?k=370c92e6fef5876e407d6616b898b460ac13b1683f1a45b2330e31c2f3fe497a&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/218245222.jpg?k=98ff0e34fbe4addc6074ca1d9da53e224338a723cf15062eddefba71a68203f9&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/218245268.jpg?k=1e66ddfecf9d6a706bf45db00bca6b6a899ed756f843b56773644029be135308&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/218245924.jpg?k=01d3298d573294709fe3ccebebf19d9eafaaf26a245b537432b30d5f6c7bcf9d&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/218245255.jpg?k=78864c17b12cf928de7acde451747e208ae19b47c47d85774bae7e14afbc3581&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/218245225.jpg?k=6daf0c9e81de64912c1390ddd35659432afd7c7a0c94f71ab2b259d006f27ff4&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/218245237.jpg?k=1430d3ce0ebb6ceb25e2cd803f1c6861cbde878a0ce758bc18b5530ff30add21&o=&hp=1']","{'Single Capsule in Mixed Dormitory Room': ['73', '116'], 'Single Capsule in Female Dormitory Room': ['79', '126'], 'Premium Single Capsule in Dormitory Mixed Room': ['81', '128'], 'Queen Capsule in Mixed Dormitory Room': ['110', '175'], 'Premium Queen Capsule in Mixed Dormitory Room': ['117', '186'], 'Queen Capsule in Female Dormitory Room': ['119', '189'], 'Two Capsules in Mixed Dormitory Room ': ['154', '244'], 'Private Room with 2 Single Capsules': ['161', '256'], 'Private Room with 4 Single Capsules': ['308', '489'], 'Premium Private Room with 4 Single Capsules': ['323', '512']}",116.75,157.5,247.0
152,dragon-court,Hotel Mono,3,"18 Mosque Street, Chinatown, 059498 Singapore, Singapore",7.6,8.6,8.0,7.9,9.0,7.7,"{'Single Room': ['S$\xa0184', 'S$\xa0283'], 'Small Double Room': ['S$\xa0203', 'S$\xa0313'], 'Standard Double Room': ['S$\xa0223', 'S$\xa0343'], 'Twin Room': ['S$\xa0223', 'S$\xa0343'], 'Deluxe Double Room': ['S$\xa0236', 'S$\xa0363'], 'Studio King with Sofa': ['S$\xa0262', 'S$\xa0404'], 'Family Room': ['S$\xa0348', 'S$\xa0535'], 'Loft Room': ['S$\xa0381', 'S$\xa0585']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/84622897.jpg?k=d8340a05a0ac89786a1d83a01b76c27b641c6d6ba8cfc80feb87c75dc2acdf65&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/84622920.jpg?k=7dee2b52a4507a254bd64528a91d034ee14783297d32f586ee4a86663a714f33&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/84622917.jpg?k=2ea88c6efaae5cde61331bd0c9b11b748832d9caa2037e0957afb31aeff6b75d&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/113152277.jpg?k=39fe0d21633e5a749aa095f33a8fec374bfe6c05f43a6ab72c3004478268500d&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/84622896.jpg?k=0d5dff05828747730971cbb6d4fb723589a6113b55ce14b75689fba73f58b5ad&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/221112656.jpg?k=b5928bf0ecdeff938bf47173adb4d093004ef3d613bd50be6cb05b9f6fd8a584&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/84622874.jpg?k=ab050a7403f6d9952f4e5d2d8d5392c20af58920a7817ec7308041fbdc91d415&o=&hp=1']","{'Single Room': ['184', '283'], 'Small Double Room': ['203', '313'], 'Standard Double Room': ['223', '343'], 'Twin Room': ['223', '343'], 'Deluxe Double Room': ['236', '363'], 'Studio King with Sofa': ['262', '404'], 'Family Room': ['348', '535'], 'Loft Room': ['381', '585']}",232.75,328.0,367.5
153,tavern,Hotel Conforto,2,"16 Carpenter Street, Boat Quay, 059905 Singapore, Singapore",6.9,8.4,7.4,7.2,8.8,7.6,{},"['https://cf.bstatic.com/xdata/images/hotel/max1024x768/139482595.jpg?k=3593c137c4a9287e045c573305937e3b9740189db6a205f41322325e3e68c860&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/58653010.jpg?k=af96d23ed66782142f9160ad73b10c7b60577c5b35fbab15d296bc1a76034bf7&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/58653006.jpg?k=ba2630e33348b1e96947efdafa633a2dfd09e6acf5644860f67802d3c58d9380&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/139483218.jpg?k=aeb76d5238eb3250bdbcb132f255e8dba29bc4f8b05cfcf5d6f9f33f475ac7d9&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/139483257.jpg?k=3285aa7bb3f9ec34ed53d53f3c48c604cd19008a6cc64ef338f9d731c8d060b4&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/274015859.jpg?k=ce1a992b1c062e7a3e96eb83ca7a0764b006005399ec8dd9714e756c53b1eebc&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/139483270.jpg?k=97c3e4ec989be9961f36d1ed54c727f18fad100acf6fadf8397875325648d1db&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/139482798.jpg?k=c97795c5dc7aafc4ea649ece727608b9c1469ecd70a5b5c34909e1f8ea254674&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/139482775.jpg?k=19edf77bf1cdf09c1b26443b283227bbbb2dd8d68975908d8ae068e0b15bb6a0&o=&hp=1']",{},,,
154,shangri-la-singapore,Shangri-La Singapore,5,"22 Orange Grove Road, Orchard, 258350 Singapore, Singapore",8.6,9.4,9.2,9.3,8.3,9.2,"{'Tower Wing Deluxe King Room': ['S$\xa0471', 'S$\xa0589', 'S$\xa0636'], 'Horizon Club Deluxe King Room': ['S$\xa0584', 'S$\xa0730', 'S$\xa0621', 'S$\xa0777'], 'Valley Wing Deluxe King Room': ['S$\xa0753', 'S$\xa0942', 'S$\xa0847', 'S$\xa01,059'], 'Valley Wing Deluxe Twin Room': ['S$\xa0753', 'S$\xa0942', 'S$\xa0847', 'S$\xa01,059'], 'Tower Wing Deluxe Twin Room': ['S$\xa0471', 'S$\xa0589', 'S$\xa0636'], 'Garden Wing Deluxe City King': ['S$\xa0508', 'S$\xa0636', 'S$\xa0683'], 'Garden Wing Deluxe City Twin': ['S$\xa0508', 'S$\xa0636', 'S$\xa0683'], 'Garden Wing Deluxe Pool King': ['S$\xa0527', 'S$\xa0659', 'S$\xa0706'], 'Garden Wing Deluxe Pool Twin': ['S$\xa0527', 'S$\xa0659', 'S$\xa0706'], 'Tower Wing Deluxe Family King': ['S$\xa0565', 'S$\xa0706', 'S$\xa0753'], 'Horizon Club Junior Suite King': ['S$\xa0734', 'S$\xa0918'], 'Tower Wing One-Bedroom Suite': ['S$\xa0876', 'S$\xa01,095'], 'Garden Wing One Bedroom Suite King': ['S$\xa01,118'], 'Valley Wing One-Bedroom Suite': ['S$\xa01,295'], 'Valley Wing Deluxe Suite': ['S$\xa01,648']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/295685435.jpg?k=7305ecb369d193fa1ee13e9cf66ab740077142445364c2531f513de99dd715fe&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/306181561.jpg?k=65672cc96e8ffe6ac863e0493d0f8af5803ec8a9eed3105100fc735b33f7f7e2&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/306181513.jpg?k=b3b09f50c43e80e0772935bf2ae4eff0c69e1a88e832d08ebb6b73a11a5d516f&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/306181519.jpg?k=8180c7efa199df7a39631e7a1cd5346831f9a7440284f72f060f5920d025e795&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/306181518.jpg?k=d3ebe7d499dc474985ae2e54a4993e8ebb5cf08702a6383bd3fa11b1393f142a&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/306181535.jpg?k=b0ac2729adc37f6ca13ead58ce27204d821d69055a2bc1184e167680e4a6215c&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/306181558.jpg?k=69704b968f278eae240c831836513d0b8f6978a6f0d056bba3c3e428be649829&o=&hp=1']","{'Tower Wing Deluxe King Room': ['471', '589', '636'], 'Horizon Club Deluxe King Room': ['584', '730', '621', '777'], 'Valley Wing Deluxe King Room': ['753', '942', '847', '1,059'], 'Valley Wing Deluxe Twin Room': ['753', '942', '847', '1,059'], 'Tower Wing Deluxe Twin Room': ['471', '589', '636'], 'Garden Wing Deluxe City King': ['508', '636', '683'], 'Garden Wing Deluxe City Twin': ['508', '636', '683'], 'Garden Wing Deluxe Pool King': ['527', '659', '706'], 'Garden Wing Deluxe Pool Twin': ['527', '659', '706'], 'Tower Wing Deluxe Family King': ['565', '706', '753'], 'Horizon Club Junior Suite King': ['734', '918'], 'Tower Wing One-Bedroom Suite': ['876', '1,095'], 'Garden Wing One Bedroom Suite King': ['1,118'], 'Valley Wing One-Bedroom Suite': ['1,295'], 'Valley Wing Deluxe Suite': ['1,648']}",613.0,706.0,854.25
155,the-quay-lavender,The Quay Hotel Lavender,3,"139 Lavender Street, Lavender, 338739 Singapore, Singapore",6.2,7.3,6.4,6.4,7.4,6.3,"{'Superior Single Room': ['S$\xa0131', 'S$\xa0138'], 'Deluxe Twin Room': ['S$\xa0161', 'S$\xa0170'], 'Deluxe Double Room ll': ['S$\xa0161', 'S$\xa0170'], 'Deluxe Family Room': ['S$\xa0167', 'S$\xa0176']}","['https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/276159372.jpg?k=7d73d801a1bb57e0a153922a0253cdd32e25e39a54b3b854a6ae66bf4e4a317b&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/331484670.jpg?k=bf53fcc27513fed93d2c65a5b0dfa84c62aded0d3b1db97774b100dbc5fca931&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/271203063.jpg?k=a4f34432e7aabb70051df925a3efb79bed2f0c3fc67a6d49aafcd301c3c5b8c2&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/331484667.jpg?k=7a6f8a77ff925b926a8616a954e7df8a8b68eefb5fadb8743a8a64ddfff993d4&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/331484673.jpg?k=478c7ad85d0a921f8c06cb34da1a1786f439d70977442956f12bb657bfdce117&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/276824783.jpg?k=513d79cc3992cd641f710b265da199af7cc74a1c2fce17f398fb6b01692cd0b3&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/331484678.jpg?k=c62efa72f97780c9ebfd33d50d13393e3dbfc20c5a53be32f3373e94e22d71fc&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/284826982.jpg?k=6575144ef391f05c26d1aa60528c391e06c0bc337f9f055d7a219b7351b4ca2b&o=&hp=1']","{'Superior Single Room': ['131', '138'], 'Deluxe Twin Room': ['161', '170'], 'Deluxe Double Room ll': ['161', '170'], 'Deluxe Family Room': ['167', '176']}",155.25,164.0,170.0
156,am,AM Hotel,3,"51 Joo Chiat Road, 427373 Singapore, Singapore",6.7,7.4,6.9,7.0,7.8,7.1,"{'Standard Double or Twin Room': ['S$\xa0267'], 'Superior Double or Twin Room': ['S$\xa0278']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/343964970.jpg?k=9de80a07cdc0a24e29316467893aa69697e8af1204e448c1bb49ced680fa3fe6&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/329238079.jpg?k=294081e6e3dc4a64a584c89c62f04fd80f21fdbea6644fbb6137bef469ab2412&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/343964799.jpg?k=272e864a7de1cfa3ebc270a2d9be8389c73a36a11f73dc0450d721944b80303f&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/343964410.jpg?k=af2d834627b82f15ae54763acf145a846e5bb3cd88b22b6b07420c64c1a497e2&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/343964362.jpg?k=623f2abcb1d8d6b6966fe779c9b607921f31e0981e97d222f34e664fc14d5c5e&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/343964503.jpg?k=b65546e4b0e3350a845c80fc0c0eee9a1d13dcb52dfe4ce8248ceea89de59cfd&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/343964478.jpg?k=f806ae520c9a3e3e60c892cc33a1bb3d5f1d35d1a9e79835e58771f17fb13a3d&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/343964618.jpg?k=d4c82320f00bd297ef976912dbfe3124b41a657c8bbb1af630c43f8f77243ea3&o=&hp=1']","{'Standard Double or Twin Room': ['267'], 'Superior Double or Twin Room': ['278']}",269.75,272.5,275.25
157,met-a-space-pod-arab-street,MET A Space Pod at Arab Street,2,"56 Arab Street, Kampong Glam, 199753 Singapore, Singapore",9.2,8.6,8.3,8.2,8.1,8.1,"{'Superior Single Space Pod': ['S$\xa080', 'S$\xa0110'], 'Standard Double Space Pod': ['S$\xa091', 'S$\xa0125', 'S$\xa096', 'S$\xa0131'], 'Double Space Pod': ['S$\xa0126', 'S$\xa0173', 'S$\xa0133', 'S$\xa0182']}","['https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/197586550.jpg?k=df8a13318d3388c63b2ae7d99d0b22a59b4aa30ceef8247586c04532a9e36d7a&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/187664346.jpg?k=24c59257c20398a62c547f46486fa4acdb8dd88975eeb642d64a11731755bb98&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/197594449.jpg?k=74d8838c9a6a5ca7c290b881c9e73d45fe6bf640db30bae976e751f2c0a9ee14&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/197586596.jpg?k=a0e0268f762402146cbb28408c2dc9e255bea428ccfbba8c3caaa313ae404a8b&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/197594376.jpg?k=1a38a6a014374f8e202fd72900cf26f27a7f398f491fbdd5d2a7757b117d08d0&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/197594471.jpg?k=15c113982efbff1dda6bdc75237fe65d328cb5ce999121efe49ffba217f78bbd&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/197586555.jpg?k=852edd2f8e37fa1c2e00b366ed58f81a2226cacda0480551b1934d607a50e012&o=&hp=1']","{'Superior Single Space Pod': ['80', '110'], 'Standard Double Space Pod': ['91', '125', '96', '131'], 'Double Space Pod': ['126', '173', '133', '182']}",99.5,125.5,132.5
158,wanderlust,"Wanderlust, The Unlimited Collection by Oakwood",4,"No 2 Dickson Road, Little India, 209494 Singapore, Singapore",9.0,9.6,9.5,9.3,8.8,8.7,"{'Deluxe Room': ['S$\xa0230', 'S$\xa0286'], 'Studio Premier': ['S$\xa0274', 'S$\xa0341'], 'Studio Loft': ['S$\xa0327', 'S$\xa0407']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/319184188.jpg?k=7b34a3171b797ec5c138313d6bb3e5f8ec33bb0e56e00c802a00e253fce6ebbf&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/319182639.jpg?k=befc320dac04a9779dd3b77c99741a1eb070dac6afbff69c319985753625d522&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/319182648.jpg?k=022fcce71de28604ead3835e35a09420cf136cafa5e8dbadcda84624b204c4a9&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/319184584.jpg?k=7208f347ff769510a55ed1c2bc83206157422bd6c6a5e5ccf83dfe2fbf1ba229&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/319182629.jpg?k=c25ceba92c5df753111b273adc392ee760e09213a40da558d29df92195cdc28f&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/319182618.jpg?k=cac975b9be3f563cd3f841e949623fc588d1b60c6f6f866e365e7b50497ab56d&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/319182637.jpg?k=7cd105e1f7774b0eb7158b278b92ddd215711c8aab50a598d4994c8d9269709d&o=&hp=1']","{'Deluxe Room': ['230', '286'], 'Studio Premier': ['274', '341'], 'Studio Loft': ['327', '407']}",277.0,306.5,337.5
159,populous-singapore,Lion Peak Hotel Raffles,3,"23 Middle Road, Singapore 188933, 188933 Singapore, Singapore",8.3,7.7,7.4,7.0,6.8,7.1,"{'Standard Twin Room (No Window)': ['S$\xa0124', 'S$\xa0177'], 'Deluxe Twin Room Without Window': ['S$\xa0140', 'S$\xa0200'], 'Deluxe Double Room Without Window': ['S$\xa0146', 'S$\xa0209'], 'Superior Queen Room': ['S$\xa0173', 'S$\xa0247'], 'Premier King Room': ['S$\xa0227', 'S$\xa0324']}","['https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/164479706.jpg?k=08d37a9396924dcbb126d3a2ea29b11072c695ceb858b08721bd19e09da0d66f&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/294179862.jpg?k=fb6c07dadbca66ea334df9bb69a4fcf29479ec1b1f31356ba92529ab10198cda&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/337214401.jpg?k=816289356565510b8e3b5b5116304b75eb0bea0291ac38281a9e661ec5066d63&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/293846710.jpg?k=042c588db070753cbb6571e2e65f334e396ada97c07609bd684166c0afadf4f1&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/294185302.jpg?k=870c0d98ace1bbe061f797851cd58a0ffc450175f013c271db6567124517d5b3&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/294178586.jpg?k=c394df8c7365546456f5771ec98c951004f8fbd10671478cd5e398959f20025f&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/293846770.jpg?k=28e137f950e91d4268cd0cc0e3566ff585930bcbbddc1d1a5fe700498560d57d&o=&hp=1']","{'Standard Twin Room (No Window)': ['124', '177'], 'Deluxe Twin Room Without Window': ['140', '200'], 'Deluxe Double Room Without Window': ['146', '209'], 'Superior Queen Room': ['173', '247'], 'Premier King Room': ['227', '324']}",152.75,188.5,222.5
160,duxton-reserve,"Duxton Reserve Singapore, Autograph Collection",5,"83 Duxton Road, Chinatown, 089540 Singapore, Singapore",9.2,8.9,9.1,8.8,7.8,8.3,"{'Shophouse Room with 1 King': ['S$\xa0499', 'S$\xa0546', 'S$\xa0594'], 'Shophouse Room with 1 Queen': ['S$\xa0499', 'S$\xa0546', 'S$\xa0594'], 'Opium Room, Club Lounge Access, Guest Room, 1 King': ['S$\xa0695'], 'Opium Club Suite, Club Lounge Access, 1 King, City View': ['S$\xa0814'], 'Duplex Club Suite, Club Lounge Access, 1 King, City View': ['S$\xa0885'], 'Pearl Club Suite, Club Lounge Access, 1 King, City View': ['S$\xa0944']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/277718555.jpg?k=861f56b05cd930f6e070a82581a969f2b639d55fb0dc8f9d202dc85490f8a2fe&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/137129657.jpg?k=f713728e3a7854e34df62288d5c5b4a8a576e9fbea180647ed813094c521520f&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/133777381.jpg?k=1d313728aa8acc6982fcaa3111f63bc4dd302e6f04ee7f8d525f13511855ea03&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/133777444.jpg?k=4df18ae94823f28739546a6dfcf3d96adc9e8d3320bcbb3145b3656cf716cd5c&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/133777659.jpg?k=55915e840dad8ba403a4dd796d6e1169021c7753b79bfb9cadeb20663dbaab43&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/285782836.jpg?k=fc2ebb9e7ea053ae791b7934dd20dd447bc7e84a407e0dd97f48fdc13c6b833e&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/285782832.jpg?k=324a1b7f812ff17f172d9f5962cea81e47eba3957676fa4cc2d992f9d35008e3&o=&hp=1']","{'Shophouse Room with 1 King': ['499', '546', '594'], 'Shophouse Room with 1 Queen': ['499', '546', '594'], 'Opium Room, Club Lounge Access, Guest Room, 1 King': ['695'], 'Opium Club Suite, Club Lounge Access, 1 King, City View': ['814'], 'Duplex Club Suite, Club Lounge Access, 1 King, City View': ['885'], 'Pearl Club Suite, Club Lounge Access, 1 King, City View': ['944']}",546.0,594.0,784.25
161,pine-hostel,Rucksack Inn at Tyrwhitt,2,"153A Tyrwhitt Road, Lavender, 207566 Singapore, Singapore",7.6,8.7,7.9,7.6,8.2,7.9,"{'Single Bed in 10-Bed Dormitory Room': ['S$\xa040', 'S$\xa053'], 'Single Bed in 6-Bed Dormitory Room': ['S$\xa045', 'S$\xa060'], 'Single Bed in Female Dormitory Room': ['S$\xa047', 'S$\xa063'], 'Single Bed in 4-Bed Dormitory Room': ['S$\xa048', 'S$\xa064'], 'Private Room (Queen + Single) with Shared Bathroom': ['S$\xa0162', 'S$\xa0217'], '4-Bed Mixed Dormitory Room': ['S$\xa0211', 'S$\xa0281'], 'Private Room (6 beds) with En-Suite Bathroom': ['S$\xa0355', 'S$\xa0473']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/384947086.jpg?k=8702ebd08d69df91afe239b941030e12d55cdeb2be68f5a31ce8c5c2c5a33d4d&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/384947437.jpg?k=5062eba11e0f323bfca97986aebb1a8cf6c355e24359b419d49a4a2cab055b09&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/376779955.jpg?k=3224ff9a79d1fd445109c101edc6ca5fbe2124e7b5fa3dbf8f7df1c999999ee4&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/384947171.jpg?k=a6b40f9e0b24d70fedd4d99f50cf6b3ad3ee1362a60b1e3c49aaaf1b2e72aa0e&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/384949576.jpg?k=5d6659879d5da184ba0d0de5bc7c0f96ba6250cdb716403100dc0b93d60369b3&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/376779374.jpg?k=ba4f6e032e94efa80ed7da8871aab5f0dbac6d72d9aac1692e289af79998da4e&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/384949323.jpg?k=a3e1fc525162d16e7cb53cdd70d6594659cdba607205323fbb06904f1bd5e27a&o=&hp=1']","{'Single Bed in 10-Bed Dormitory Room': ['40', '53'], 'Single Bed in 6-Bed Dormitory Room': ['45', '60'], 'Single Bed in Female Dormitory Room': ['47', '63'], 'Single Bed in 4-Bed Dormitory Room': ['48', '64'], 'Private Room (Queen + Single) with Shared Bathroom': ['162', '217'], '4-Bed Mixed Dormitory Room': ['211', '281'], 'Private Room (6 beds) with En-Suite Bathroom': ['355', '473']}",49.25,63.5,215.5
162,aqueen-paya-lebar,Aqueen Hotel Paya Lebar,3,"33 Jalan Afifi, 409180 Singapore, Singapore",8.0,8.3,8.4,8.3,8.3,8.0,"{'Superior Room': ['S$\xa0234', 'S$\xa0260', 'S$\xa0271', 'S$\xa0301']}","['https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/356425197.jpg?k=4b5f46c616beae5a4f1f4e6987d14574ddb0b566261689a3ae24723dee91d1a5&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/353005016.jpg?k=6f45b4612e5ed131586a1853df04222ebe957acb74dfcebdfe41df443aff08a9&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/282438518.jpg?k=25485cf9de48567764e51e8379a8ed988bad5dae714e263617bc548a3152b658&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/71395652.jpg?k=7bfc03d2f6da46dafada075efc6147c5054f3b30e2ae3ec323db23f119965851&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/306281142.jpg?k=0f6a181634faacaea0be8f3d0f3bcc941cdf935df3801f2a0fb64ec3c37aed84&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/71402144.jpg?k=5bf53cae2dff561e3602e9917204830cf00fd0b5318f2a7833fb4dc851337612&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/71396450.jpg?k=1f0c9d578720712f48a6b869530cd7c384a56732919b8ef40ad6f48837d564e2&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/46114157.jpg?k=515344803bc1467514fc28a6ad0f6b4c242fde1468a91296cd73c158b5a6fdfb&o=&hp=1']","{'Superior Room': ['234', '260', '271', '301']}",253.5,265.5,278.5
